sapl_id,status,veredito,score_greenwashing,score_derivado,divergencia_score,retorica,efeito,mecanismos,confianca,n_citacoes,n_citacoes_evidencia,n_citacoes_editorial,n_citacoes_orfas,n_secao_mal_declarada,vazamento,vazamento_origem,fonte_texto,texto_truncado,dossie_versao,lacunas,justificativa,problemas,modelo,prompt_versao,quando
5019,com_ressalvas,greenwashing,0.9,1.0,0.1,forte,enfraquece,M2_reframing_de_regressao;M3_revogacao_tacita;M4_insercao_heterogenea,0.95,4,3,0,1,0,False,,ambos,false,3,Ausência de registros de votação nominal ou pareceres técnicos que detalhem o impacto da revogação dos decretos de 1990 e 1996. | Falta de informações sobre a compensação ambiental efetiva para as áreas suprimidas do Parque Nacional Mapinguari.,"A norma utiliza uma retórica de criação de novas unidades de conservação (APA e Floresta Estadual do Rio Pardo) para dissimular um conjunto de medidas de desproteção ambiental. O projeto foi apresentado e aprovado em regime de urgência em apenas um dia, evidenciando a natureza de 'pacote' legislativo. O eixo de efeito é claramente de enfraquecimento, pois a lei revoga quatro decretos de proteção ambiental preexistentes (Art. 4º) e autoriza a supressão de área de um Parque Nacional (Art. 6º) para atender a interesses de infraestrutura (Usina de Jirau).

A comparação entre o projeto original e a lei promulgada revela que o texto permaneceu praticamente idêntico, confirmando que o objetivo central da norma, desde a sua concepção pelo Executivo, era a reconfiguração territorial em detrimento d",1/4 citações órfãs,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:41:40+00:00
5039,ok,retrocesso_transparente,0.1,0.0,0.1,nenhuma,enfraquece,M2_reframing_de_regressao,1.0,2,2,0,0,0,False,,ambos,false,3,Ausência de estudos técnicos detalhados que fundamentaram a exclusão da unidade de conservação no dossiê. | Falta de informações sobre a destinação final das terras após a revogação do decreto de criação.,"A norma é um exemplo claro de retrocesso ambiental transparente, não se enquadrando em greenwashing por não utilizar retórica de proteção para disfarçar o impacto. O Poder Executivo justifica a revogação da Floresta Estadual de Rendimento Sustentado do Rio Mequéns alegando que 'técnicos envolvidos, concluíram pela exclusão da unidade de conservação em baila' após a aprovação da Segunda Aproximação do Zoneamento Sócio Econômico e Ecológico do Estado de Rondônia (Lei Complementar nº 233/2000). 

O efeito prático é a supressão integral de uma unidade de conservação de mais de 425 mil hectares. Não houve alteração significativa entre o projeto e a lei promulgada, mantendo-se a descrição técnica da área que está sendo desprotegida. A justificativa do autor utiliza o argumento de 'modernização' ",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:41:44+00:00
5040,com_ressalvas,retrocesso_transparente,0.2,0.5,0.3,leve,enfraquece,M4_insercao_heterogenea,1.0,3,3,0,0,0,False,,ambos,false,3,Ausência de transcrição das discussões em plenário que expliquem a inclusão do Art. 2º durante a tramitação.,"A norma configura um retrocesso ambiental direto ao extinguir unidades de conservação estaduais. O projeto original limitava-se à revogação do Parque Estadual de Candeias, sob a justificativa técnica de adequação ao Zoneamento Socioeconômico-Ecológico. Contudo, a Lei Complementar nº 587/2010, em sua versão final, incluiu o Art. 2º, que revogou também a Reserva Estadual do Rio Vermelho D, com uma área expressiva de 173.843 hectares, sem que essa medida constasse no projeto original apresentado pelo Executivo.

O uso do mecanismo M4 (inserção heterogênea/jabuti) é evidente, pois a inclusão de uma segunda unidade de conservação no texto final da lei, sem tramitação prévia no projeto, amplia o impacto negativo da norma de forma opaca. Embora a justificativa do projeto tente enquadrar a medida ","veredito retrocesso_transparente com retórica 'leve' (se há disfarce, o veredito do mapa é greenwashing)",google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:41:48+00:00
5041,com_ressalvas,retrocesso_transparente,0.2,0.5,0.3,leve,enfraquece,M2_reframing_de_regressao,1.0,2,2,0,0,0,False,,ambos,false,3,,"A norma opera um retrocesso ambiental direto e transparente ao revogar o decreto de criação do Parque Estadual Serra dos Parecis. O Poder Executivo utiliza a justificativa de que 'estudos ambientais' teriam concluído pela exclusão da unidade, enquadrando a medida como uma atualização técnica decorrente do Zoneamento Sócio Econômico e Ecológico (M2_reframing_de_regressao). Não há elementos de dissimulação complexa (greenwashing), pois a norma declara explicitamente seu objetivo de extinguir a unidade de conservação, configurando um retrocesso ambiental claro e direto.

Não foram identificadas alterações significativas entre o projeto original e a lei promulgada que indicassem a inserção de 'jabutis' ou mudanças de última hora, mantendo-se a descrição perimetral da área extinta em ambos os t","veredito retrocesso_transparente com retórica 'leve' (se há disfarce, o veredito do mapa é greenwashing)",google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:41:55+00:00
5042,ok,retrocesso_transparente,0.1,0.0,0.1,nenhuma,enfraquece,,1.0,2,2,0,0,0,False,,ambos,false,3,Ausência de acesso aos estudos técnicos mencionados na justificativa do projeto que embasaram a exclusão da unidade de conservação.,"A norma não apresenta características de greenwashing, pois não utiliza retórica de proteção ambiental para disfarçar o retrocesso. Pelo contrário, o Poder Executivo justifica a revogação da Unidade de Conservação (UC) de forma direta, baseando-se em estudos técnicos do Zoneamento Sócio Econômico e Ecológico que teriam concluído pela 'exclusão da unidade de conservação em baila'. A justificativa do projeto é clara ao admitir que o objetivo é a supressão da área protegida.

O efeito prático é o retrocesso ambiental transparente: a extinção de uma Floresta Estadual Extrativista de mais de 30 mil hectares. Não houve alteração significativa entre o projeto original e a lei promulgada, mantendo-se a revogação integral do decreto de criação. A norma é um exemplo de desconstituição de proteção am",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:41:58+00:00
5043,com_ressalvas,retrocesso_transparente,0.2,0.5,0.3,leve,enfraquece,M2_reframing_de_regressao,0.9,2,2,0,0,0,False,,ambos,false,3,Não há informações no dossiê sobre o destino fundiário da área após a revogação da unidade de conservação. | Não foram fornecidos os estudos técnicos mencionados na justificativa que embasaram a exclusão da unidade.,"A norma promove a extinção de uma Unidade de Conservação de grande extensão (mais de 267 mil hectares) sob o argumento de 'novos procedimentos relativos aos estudos ambientais' e adequação ao Zoneamento Socioeconômico-Ecológico. Não se trata de greenwashing, pois a norma não utiliza retórica de proteção para esconder o desmonte; ela é explícita ao revogar o decreto de criação da unidade. O uso do termo 'rendimento sustentado' na ementa e a justificativa técnica apresentada pelo Executivo tentam enquadrar a supressão da área como uma medida de modernização administrativa e técnica (M2), mas o efeito prático é a supressão total da proteção ambiental sobre o território anteriormente delimitado.","veredito retrocesso_transparente com retórica 'leve' (se há disfarce, o veredito do mapa é greenwashing)",google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:02+00:00
5044,ok,retrocesso_transparente,0.1,0.0,0.1,nenhuma,enfraquece,,1.0,2,2,0,0,0,False,,ambos,false,3,,"A norma em questão não apresenta características de greenwashing, pois não utiliza retórica ambiental para disfarçar o seu impacto. Pelo contrário, a ementa e o texto da lei são explícitos ao declarar a revogação do decreto que criou a Floresta Estadual de Rendimento Sustentado do Rio Roosevelt. A justificativa apresentada pelo Poder Executivo no projeto de lei baseia-se em estudos técnicos decorrentes da 'Segunda Aproximação do Zoneamento Sócio Econômico e Ecológico do Estado de Rondônia', alegando que tais estudos 'concluíram pela exclusão da unidade de conservação em baila'.

Trata-se, portanto, de um retrocesso ambiental transparente, onde o Estado retira a proteção legal de uma área de aproximadamente 27.860 hectares. Não houve alteração significativa entre o projeto original e a lei ",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:06+00:00
5167,ok,nao_ambiental,0.0,0.0,0.0,nenhuma,neutro,,1.0,2,2,0,0,0,False,,ambos,false,3,,"A norma trata exclusivamente de organização administrativa e reestruturação de cargos comissionados (símbolos CDS-20) em diversas secretarias estaduais de Rondônia. Embora a SEDAM (Secretaria de Estado do Desenvolvimento Ambiental) seja citada no rol de órgãos que tiveram cargos alterados, a medida é estritamente burocrática e de gestão de pessoal, não possuindo qualquer conteúdo normativo que altere políticas, licenciamento, fiscalização ou proteção ambiental.

Não há elementos de greenwashing, pois a norma não utiliza retórica ambiental para disfarçar retrocessos. O projeto original e a lei promulgada são praticamente idênticos em seu conteúdo administrativo, não havendo inserção de dispositivos estranhos ao tema (jabutis) que afetem o meio ambiente.",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:08+00:00
5229,ok,simbolica,0.7,,,forte,indeterminado,M1_norma_programatica_vazia,0.9,3,3,0,0,0,False,,ambos,false,3,"O texto da lei apresenta erro de redação (truncamento) no Art. 2º, o que impede a verificação de um prazo efetivo para a regulamentação. | Ausência de informações sobre a existência de decretos regulamentadores posteriores que tenham suprido a omissão do texto legal.","A norma apresenta uma retórica ambiental forte, justificando a obrigatoriedade da captação de água de chuva como medida de preservação e desenvolvimento sustentável. Contudo, o efeito prático é esvaziado pela falha na redação do Art. 2º na lei promulgada, que omitiu o prazo de 90 dias presente no projeto original, deixando a norma sem um cronograma de implementação ou sanção pelo descumprimento.

Ao comparar o projeto com a lei, nota-se que o texto final tornou-se uma norma programática vazia. O Art. 2º, que no projeto original previa 'no prazo de 90 (noventa) dias', foi truncado na lei para 'no pzá a contar da sua vigência', tornando o comando de regulamentação ineficaz e indeterminado. A ausência de mecanismos de fiscalização ou prazos claros transforma a lei em um instrumento de caráter",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:13+00:00
5387,ok,simbolica,0.6,0.25,0.35,forte,neutro,M1_norma_programatica_vazia,0.9,4,4,0,0,0,False,,ambos,false,3,Ausência de dados sobre a efetiva fiscalização ou aplicação de multas durante a vigência da lei (2011-2014). | Falta de informações sobre a existência de regulamentação técnica específica para os aditivos biodegradáveis mencionados no Art. 3º.,"A norma apresenta uma retórica ambiental forte, justificando a necessidade de substituição de sacolas plásticas convencionais por biodegradáveis para mitigar danos ambientais, como a obstrução de redes de esgoto e a degradação em aterros. Contudo, a eficácia da lei é limitada pelo longo prazo de adequação (24 meses) e pela natureza da obrigação, que se insere no contexto de normas que dependem de fiscalização estatal complexa para serem efetivas.

A comparação entre o projeto e a lei revela a inclusão do Art. 6º na versão final, que autoriza o Poder Executivo a realizar campanhas educativas. Este dispositivo, embora positivo, reforça o caráter programático da norma, desviando o foco da obrigatoriedade coercitiva para ações de conscientização, o que é um traço típico de normas simbólicas qu",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:17+00:00
5399,ok,greenwashing,0.85,0.6,0.25,forte,misto,M1_norma_programatica_vazia;M2_reframing_de_regressao,0.9,5,5,0,0,0,False,,ambos,false,3,Ausência de dados sobre a eficácia da fiscalização da GAPEC (Guia de Autorização de Pesca e Comercialização). | Falta de informações sobre o impacto real da cota de 70kg/semana nas populações ictiológicas da bacia.,"A norma utiliza uma retórica de proteção ambiental ('Santuário Ecológico', 'preservação da biota aquática') para instituir, na prática, um regime de exploração pesqueira. O Art. 2º atua como um mecanismo de esvaziamento da proibição, permitindo que a pesca profissional continue sob o rótulo de 'integração social e complementação de renda', o que configura um reframing de regressão (M2). 

Além disso, o Art. 5º apresenta uma série de diretrizes genéricas (M1) que não estabelecem metas, orçamentos ou obrigações concretas, servindo apenas para compor o discurso de 'Política Estadual de Ordenamento'. A comparação entre o projeto e a lei mostra que a estrutura de exceções foi mantida, garantindo que a proibição da pesca profissional seja, na verdade, uma regulamentação da exploração comercial s",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:21+00:00
5424,ok,greenwashing,0.8,0.5,0.3,leve,enfraquece,M5_delegacao_desregulamentadora,0.85,3,3,0,0,0,False,,ambos,false,3,Ausência do texto original do Projeto de Lei (PL 144/2011) para comparação com a lei promulgada. | Ausência de justificativa do autor no dossiê para compreender a intenção declarada da norma.,"A norma utiliza uma retórica de aprimoramento dos procedimentos de licenciamento ambiental (EIA/RIMA) para, na prática, instituir um mecanismo de controle político sobre o licenciamento técnico. Ao exigir 'prévia autorização legislativa' para atividades poluidoras (§ 4º) e determinar que 50% das compensações ambientais sejam definidas pelo Poder Legislativo (§ 6º), a lei retira a discricionariedade técnica do órgão ambiental e submete a proteção ambiental a interesses parlamentares, configurando um retrocesso institucional disfarçado de rigor procedimental.

O dossiê não apresenta o texto original do projeto de lei, impossibilitando a comparação entre a proposta inicial e a lei promulgada. Contudo, a natureza dos dispositivos, que transferem competências de gestão ambiental para o Legislat",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:25+00:00
5479,com_ressalvas,retrocesso_transparente,0.2,1.0,0.8,forte,enfraquece,M3_revogacao_tacita;M4_insercao_heterogenea,1.0,4,3,0,1,0,False,,ambos,false,3,Ausência de transcrição de plenário para verificar se houve debate sobre o impacto ambiental da supressão das áreas. | Falta de estudos técnicos anexos ao processo legislativo que justificassem a exclusão das áreas específicas.,"A norma é um exemplo claro de retrocesso ambiental transparente, pois não dissimula seu objetivo: a supressão de áreas de quatro unidades de conservação estaduais para viabilizar a inundação pelo reservatório da UHE Santo Antônio. A retórica do Executivo, presente na justificativa do projeto, tenta enquadrar a medida como necessária para a 'viabilidade do empreendimento', mas o efeito prático é a desconstituição de proteção legal de vastas áreas ambientais.

Durante a tramitação, houve a inserção de um dispositivo (Art. 10 da Lei) que não constava no projeto original, garantindo indenização a ocupantes das áreas. Essa inclusão (M4) potencializa o impacto negativo, ao conferir legitimidade econômica a ocupações em áreas que deveriam ser protegidas. A revogação dos decretos e leis de criação","1/4 citações órfãs | veredito retrocesso_transparente com retórica 'forte' (se há disfarce, o veredito do mapa é greenwashing) | score do modelo (0.20) distante do derivado dos eixos que ele mesmo atribuiu (1.00: R=forte × E=enfraquece)",google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:30+00:00
5485,ok,simbolica,0.6,0.25,0.35,forte,neutro,M1_norma_programatica_vazia,0.9,3,3,0,0,0,False,,ambos,false,3,Ausência de dados sobre a efetiva implementação ou produção dos documentários pelas Secretarias citadas. | Falta de registros de votação ou debates em plenário que pudessem esclarecer a intenção legislativa para além da justificativa do autor.,"A norma apresenta-se sob uma retórica de 'Educação Ambiental', mas na prática institui apenas uma obrigação de exibição de vídeos de curta duração (5 minutos) em eventos agropecuários. O conteúdo dos vídeos é híbrido, vinculando a pauta ambiental ao 'fortalecimento do setor de agronegócio', o que sugere uma estratégia de reframing onde a educação ambiental serve de suporte para a promoção do setor produtivo. 

A norma é classificada como simbólica (M1) pois não estabelece mecanismos de fiscalização, orçamento ou penalidades para o descumprimento da exibição, tornando a 'obrigatoriedade' uma diretriz sem efetividade prática. Além disso, o Art. 5º, parágrafo único, esvazia a abrangência da lei ao tornar facultativo o cumprimento para entidades que utilizam recursos próprios, limitando a apli",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:34+00:00
5496,com_ressalvas,greenwashing,0.85,1.0,0.15,forte,enfraquece,M1_norma_programatica_vazia;M2_reframing_de_regressao;M5_delegacao_desregulamentadora,0.9,4,3,0,1,0,False,,ambos,false,3,Ausência de registros de votação ou debates em plenário que esclareçam a intenção dos parlamentares sobre a flexibilização do licenciamento. | Falta de regulamentação técnica sobre quais espécies e métodos de plantio seriam aceitos para fins de Reserva Legal.,"A norma utiliza uma retórica de conservação e recomposição florestal para instituir um programa que, na prática, desonera o proprietário de terras de licenciamento ambiental para exploração madeireira (Art. 2º, III). O projeto original previa a isenção de licença e tributos de forma explícita, enquanto a lei promulgada manteve a isenção de licença, apenas adicionando a ressalva genérica de 'respeitando a legislação em vigência', o que não altera o efeito de desregulamentação da atividade de corte.

O mecanismo de greenwashing é evidenciado pela promessa de 'garantir a perpetuação das essências' (Art. 1º, parágrafo único) enquanto o Art. 3º permite que áreas de plantio comercial sejam contabilizadas como Reserva Legal. Isso enfraquece a proteção ambiental ao permitir que o proprietário subs",1/4 citações órfãs,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:49+00:00
5711,ok,simbolica,0.4,0.6,0.2,forte,misto,M1_norma_programatica_vazia;M4_insercao_heterogenea,0.9,4,4,0,0,0,False,,ambos,false,3,Ausência de regulamentação específica sobre como a SETUR fiscalizará a manutenção dos padrões de salubridade ambiental após a concessão do título. | Falta de clareza sobre os critérios técnicos que justificaram a transformação direta do Município de Ouro Preto D'Oeste em estância turística sem o parecer técnico prévio.,"A norma apresenta uma retórica de proteção ambiental e ordenamento territorial ao exigir padrões de salubridade (Art. 4º) para a concessão do título de 'estância'. Contudo, a inclusão do Art. 13 na lei promulgada, que não constava no projeto original, configura um mecanismo de inserção heterogênea (jabuti), ao conceder o status de estância turística ao Município de Ouro Preto D'Oeste por decreto legislativo direto, contornando os requisitos técnicos e ambientais que a própria lei estabelece para os demais municípios. 

Embora a lei tente criar um arcabouço de certificação, ela permanece em grande parte simbólica (M1), pois delega a definição dos processos preparatórios e normas técnicas a um regulamento futuro (Art. 10), sem estabelecer sanções claras para a perda da qualidade ambiental ou",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:42:54+00:00
5999,ok,nao_ambiental,0.0,0.0,0.0,nenhuma,neutro,,1.0,2,2,0,0,0,False,,ambos,false,3,,"A norma em questão possui natureza estritamente financeira e orçamentária, tratando da gestão de receitas públicas (royalties hídricos) para fins de equacionamento de déficit previdenciário e dívidas com a União. Não há, no texto da lei ou na justificativa do projeto, qualquer pretensão de regular, proteger ou impactar o meio ambiente ou os recursos hídricos em si.

O projeto e a lei promulgada são idênticos em seu conteúdo normativo, não havendo alterações que indiquem a inserção de dispositivos ambientais ou a supressão de proteções. A menção aos 'recursos hídricos' na ementa e no corpo do texto é meramente descritiva da origem da receita financeira (royalties), não configurando retórica ambiental ou dissimulação de retrocesso ecológico.",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:02+00:00
6071,com_ressalvas,simbolica,0.4,0.25,0.15,forte,neutro,M1_norma_programatica_vazia,0.9,4,3,0,1,0,False,,ambos,false,3,Ausência de dados sobre a existência de regulamentação infralegal posterior que tenha dado efetividade aos pontos de coleta. | Falta de informações sobre a estrutura orçamentária destinada à fiscalização mencionada no Art. 6º.,"A norma apresenta uma retórica forte de proteção ambiental, justificando-se pela necessidade de evitar contaminação por metais pesados e resíduos tóxicos. Contudo, ao analisar o efeito prático, a lei é predominantemente simbólica. Ela não estabelece metas, prazos, orçamento ou um órgão específico responsável pela implementação da logística reversa, limitando-se a delegar a fiscalização e as sanções para 'legislação específica' (Art. 6º). 

Não houve alterações significativas entre o projeto original e a lei promulgada que indicassem retrocesso ou contrabando legislativo (jabutis). A norma funciona como uma declaração de intenções que repete princípios da Política Nacional de Resíduos Sólidos sem criar mecanismos estaduais autônomos de efetivação, enquadrando-se no mecanismo de norma progra",1/4 citações órfãs,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:06+00:00
6149,ok,simbolica,0.2,0.125,0.075,leve,neutro,M1_norma_programatica_vazia,1.0,3,3,0,0,0,False,,ambos,false,3,,"A norma possui caráter estritamente simbólico e pedagógico, enquadrando-se como uma norma programática vazia (M1). O texto não impõe obrigações concretas, metas de redução de emissões ou alocação orçamentária, limitando-se a instituir uma data comemorativa e prever a realização de eventos educativos. A retórica ambiental presente na justificativa do Poder Executivo serve apenas para legitimar a criação da data, sem que haja qualquer alteração efetiva na proteção ambiental do Estado.

Não houve alterações entre o projeto original e a lei promulgada, mantendo-se a estrutura de incentivo genérico. A norma não apresenta indícios de greenwashing, pois não disfarça uma regressão ambiental sob uma roupagem protetiva; trata-se apenas de uma iniciativa de conscientização sem impacto prático direto ",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:09+00:00
6181,ok,simbolica,0.4,0.6,0.2,forte,misto,M1_norma_programatica_vazia,0.9,4,4,0,0,0,False,,ambos,false,3,"Ausência de dados sobre a regulamentação posterior da lei, necessária para a aplicação das multas. | Falta de clareza sobre quais empresas, especificamente, se enquadram no conceito de 'potencialmente poluidoras' para fins de fiscalização imediata.","A norma apresenta uma retórica forte de proteção ambiental, focada na obrigatoriedade de contratação de responsável técnico. Contudo, o efeito prático é limitado pela natureza programática da exigência, que não define critérios técnicos mínimos para a atuação desse profissional nem estabelece parâmetros claros de fiscalização, além de depender de regulamentação posterior para a aplicação efetiva das multas previstas no Art. 7º.

Não houve alterações substanciais entre o projeto e a lei que caracterizem retrocesso ou jabutis; a principal mudança foi a correção do erro material no Art. 7º, § 1º, onde o projeto original citava erroneamente a 'Secretaria de Estado da Educação' como responsável pela SEDAM, corrigida na lei para 'Secretaria de Estado do Meio Ambiente'. A norma permanece, contudo",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:13+00:00
6451,ok,protecao_genuina,0.1,0.0,0.1,forte,fortalece,,0.95,4,4,0,0,0,False,,ambos,false,3,,"A norma institui um mecanismo de controle e fiscalização ambiental (Cadastro Técnico e Taxa de Fiscalização) que se alinha ao Sistema Nacional do Meio Ambiente (SISNAMA). A retórica de proteção é acompanhada por dispositivos concretos de arrecadação e vinculação de receita ao Fundo Especial de Proteção Ambiental (Art. 13 e 15), o que confere efetividade ao poder de polícia da Secretaria de Estado do Desenvolvimento Ambiental (SEDAM).

Não foram identificados indícios de dissimulação ou esvaziamento de proteção. A comparação entre o projeto original e a lei promulgada não revela a supressão de dispositivos protetivos ou a inserção de 'jabutis' que enfraqueçam o regime ambiental. Pelo contrário, a norma estabelece critérios claros para a cobrança da taxa, isenções justificadas (como agricult",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:17+00:00
6481,com_ressalvas,retrocesso_transparente,0.3,0.5,0.2,leve,enfraquece,M2_reframing_de_regressao,0.8,4,4,0,0,0,False,,pl_original,false,3,"O dossiê não contém o texto final da LEI promulgada, apenas o texto do PROJETO original, impossibilitando a verificação de emendas ou alterações ocorridas durante a tramitação.","A norma apresenta um retrocesso transparente ao priorizar a exploração minerária dentro de uma Área de Proteção Ambiental (APA) e ao estabelecer uma taxa de licenciamento ambiental irrisória (R$ 1,00 por hectare), o que esvazia a capacidade de regulação e controle do Estado sobre a atividade. A retórica utilizada pelo autor na justificativa enquadra a medida como uma ação de 'justiça social' e 'legalização' para trabalhadores, utilizando o argumento da dignidade humana para justificar a flexibilização de normas ambientais restritivas.

Embora a norma utilize a retórica de 'legalização' e 'organização' (Eixo R), o efeito prático é a facilitação da exploração garimpeira em áreas sensíveis e a desvalorização econômica do licenciamento ambiental (Eixo E). Não se configura como greenwashing clá","veredito retrocesso_transparente com retórica 'leve' (se há disfarce, o veredito do mapa é greenwashing)",google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:22+00:00
6545,ok,simbolica,0.1,0.125,0.025,leve,neutro,M1_norma_programatica_vazia,1.0,3,3,0,0,0,False,,ambos,false,3,,"A norma possui caráter estritamente simbólico, limitando-se a instituir uma data comemorativa no calendário estadual. Não há qualquer dispositivo que crie obrigações, destine recursos ou estabeleça diretrizes para a atuação do Gestor Ambiental no Estado, enquadrando-se perfeitamente no mecanismo de norma programática vazia (M1).

Não foram identificadas alterações entre o projeto original e a lei promulgada que indiquem a inserção de dispositivos de impacto ambiental negativo ou contrabando legislativo. A retórica presente na justificativa do autor, embora exalte a importância técnica da profissão, não se traduz em efeitos práticos de proteção ambiental, configurando uma norma de natureza comemorativa e não regulatória.",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:25+00:00
6639,ok,greenwashing,0.8,1.0,0.2,forte,enfraquece,M2_reframing_de_regressao;M4_insercao_heterogenea,0.9,3,3,0,0,0,False,,ambos,false,3,"Faltam dados sobre o impacto ambiental específico da estrada autorizada pela Lei Ordinária 3317/2014, aprovada na mesma sessão, que permitiria avaliar se a LC 762 foi desenhada para viabilizar essa obra específica.","A norma utiliza uma retórica de proteção ambiental e desenvolvimento sustentável para legitimar a abertura de vias automotivas dentro de Unidades de Conservação (UCs). O mecanismo de dissimulação é evidente ao enquadrar a construção de estradas como 'estrada-parque', um conceito que sugere conservação, mas que na prática autoriza a intervenção humana em áreas de proteção integral sob a justificativa vaga de 'relevante interesse estratégico'. 

A análise do processo legislativo revela um indício crítico de M4 (inserção heterogênea/jabuti): a Lei Complementar 762/2014 foi aprovada no mesmo dia que a Lei Ordinária 3317/2014, que autoriza especificamente a abertura de estrada no Parque Guajará-Mirim. A LC 762 serve, portanto, como o arcabouço legal genérico para dar aparência de legalidade e p",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:30+00:00
6640,com_ressalvas,retrocesso_transparente,0.2,1.0,0.8,forte,enfraquece,M2_reframing_de_regressao,0.9,3,3,0,0,0,False,,ambos,false,3,Ausência de estudos técnicos ou pareceres ambientais que fundamentem a viabilidade da estrada dentro da Unidade de Conservação. | Ausência de definição clara sobre o que constitui o fim do 'caráter emergencial' e os procedimentos para a recuperação da área após a desativação da estrada.,"A norma autoriza a intervenção direta em uma Unidade de Conservação de Proteção Integral (Parque Guajará-Mirim) sob o argumento de 'caráter transitório e emergencial'. Embora a retórica utilize a emergência climática (inundações) para justificar a obra, o efeito prático é a autorização legal para a abertura de uma estrada com 30 metros de faixa de servidão dentro de uma área protegida, o que constitui um retrocesso ambiental direto. A tramitação foi extremamente célere (aprovada em um único dia), e a norma foi aprovada em conjunto com a Lei Complementar 762/2014, que trata da instituição de 'estrada-parque', sugerindo uma estratégia legislativa coordenada para viabilizar infraestrutura em áreas sensíveis sob o pretexto de regularização ou emergência.

Não foram identificadas alterações sig","veredito retrocesso_transparente com retórica 'forte' (se há disfarce, o veredito do mapa é greenwashing) | score do modelo (0.20) distante do derivado dos eixos que ele mesmo atribuiu (1.00: R=forte × E=enfraquece)",google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:34+00:00
6870,com_ressalvas,greenwashing,0.85,1.0,0.15,forte,enfraquece,M2_reframing_de_regressao;M5_delegacao_desregulamentadora,0.9,5,3,0,2,0,False,,ambos,false,3,Ausência de dados sobre a capacidade técnica real dos municípios para assumir o licenciamento ambiental delegado pelo Art. 10. | Falta de informações sobre o impacto cumulativo das atividades de aquicultura em APPs no estado de Rondônia após a vigência da lei.,"A norma utiliza uma retórica de 'sustentabilidade' e 'desenvolvimento econômico' para justificar a flexibilização de normas ambientais rígidas. O Eixo R é evidente na justificativa do projeto, que enquadra a aquicultura como uma atividade de interesse social para promover a economia local. Contudo, o Eixo E revela um enfraquecimento da proteção ambiental ao permitir a ocupação de APPs (Art. 5º) e ao dispensar o licenciamento ambiental rigoroso para atividades classificadas como de 'baixo impacto' (Art. 10), que na prática podem gerar impactos cumulativos significativos.

Além disso, a norma cria um regime de exceção para a aquicultura, desobrigando-a de cumprir períodos de defeso e limites de captura (Art. 22), o que contradiz a retórica de proteção à fauna aquática. A criação do Conselho ",2/5 citações órfãs,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:39+00:00
7092,ok,simbolica,0.2,,,leve,indeterminado,M1_norma_programatica_vazia,0.6,2,2,0,0,0,False,,ambos,false,3,"A formatação dos anexos (tabelas) tanto no projeto quanto na lei está severamente prejudicada por ruídos de extração (OCR), impossibilitando a contagem precisa e a comparação nominal dos cargos extintos versus os mantidos ou criados. | Ausência de informações sobre o impacto orçamentário detalhado ou sobre a efetiva nomeação dos concursados após a extinção dos cargos em comissão.","A norma possui caráter estritamente administrativo, visando a reestruturação de cargos em comissão da Secretaria de Estado do Desenvolvimento Ambiental (SEDAM) para viabilizar a nomeação de servidores concursados. A retórica do Executivo, presente na justificativa do projeto, enquadra a medida como uma adequação necessária para o funcionamento da pasta, sem apresentar, contudo, qualquer impacto direto na política ambiental ou na capacidade de fiscalização do órgão.

Embora a norma altere a estrutura de cargos, a comparação entre o projeto original e a lei promulgada revela uma alta complexidade na leitura dos anexos, que apresentam ruídos de extração e formatação que impedem uma análise precisa sobre a supressão ou criação de cargos específicos de fiscalização ou licenciamento. A ausência ",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:43:43+00:00
